in_a_case_id,in_bool_context,in_bool_shade,in_context_seed,in_room_height,in_room_north,in_room_width,in_shade_hor_depth,in_shade_vert_both_sides,in_shade_vert_depth,in_window_g,in_window_height,in_window_hor_separ,in_window_sill_height,in_window_wwr,ext_wall_area(m2),ext_win_area(m2),volume(m3),org_floor_area(m2),adj_floor_area(m2),w_width(m),w_height(m),w_aspect_ratio,w_count,shade_v_count,shade_h_count,shade_L,shade_R,shade_T,cooling_load(W/m2),peak_date,altitude(deg),azimuth(deg),w_rad_total(kWh),w_rad_april(kWh),w_rad_may(kWh),w_rad_jun(kWh),w_rad_jul(kWh),w_rad_aug(kWh),w_rad_sep(kWh),f_rad_total(kWh),f_rad_april(kWh),f_rad_may(kWh),f_rad_jun(kWh),f_rad_jul(kWh),f_rad_aug(kWh),f_rad_sep(kWh),solar_load(W/m2),solar_load_adj(W/m2)
3212,0,1,30,4.019657101,237.036431,18.09504883,0.637225327,1,0.917781839,0.319342834,2.306090469,3.978464823,1.224690612,0.402229346,72.735892,29.25651,327.311512,81.42772,61.17772,2.537325,2.30609,1.100271,5,10,5,1.0,1.0,1,34.744507,02 Apr 15:00,31.108043,233.891868,11690.926455,2010.659481,2165.635087,1839.557544,1888.040683,1991.06184,1796.484048,43803.973402,7329.993667,8187.221166,7219.266466,7311.11015,7354.138182,6400.791766,51.520397,68.573795
3213,0,1,74,3.236457532,293.9040841,17.41366323,0.501749263,0,0.05373293,0.371478489,2.567310961,3.300167719,0.938004813,0.384389307,56.358582,21.663636,253.613617,78.361485,58.111485,1.687652,2.567311,0.657362,5,5,5,1.0,0.0,1,115.566352,29 Jun 17:00,27.809777,273.011163,9103.006973,1345.811771,1795.751788,1774.369808,1690.006161,1465.430724,1031.29143,25955.927319,3819.844127,5145.706953,5081.375241,4846.173709,4164.551506,2896.974712,50.677123,68.336485
3214,0,1,53,4.415109202,256.9519632,5.126990678,0.627653747,1,0.66427105,0.454538078,2.619337406,3.105153298,0.941822162,0.718891584,22.636224,16.272991,101.863007,23.071458,21.296602,5.024451,3.23876,1.55135,1,2,1,1.0,1.0,1,118.765585,16 Aug 16:00,29.790717,253.372141,7735.028698,1241.921453,1481.192136,1351.73009,1332.47258,1284.2575,1043.528067,13002.114217,2078.578651,2496.208745,2286.944696,2258.135276,2148.278419,1733.518088,182.900382,198.143276
3215,0,0,9,4.397991396,101.0836968,5.917636465,0.247873746,0,0.961499523,0.332322265,2.108506635,2.96672083,1.070320093,0.761834654,26.025714,19.827291,117.115714,26.629364,21.964214,5.799284,3.418921,1.696232,1,0,0,0.0,0.0,0,142.051369,29 Jun 08:00,35.876625,97.331153,10351.528949,1674.914763,1927.449295,1884.695504,1926.307562,1696.161165,1244.062136,13587.632485,2198.528014,2530.010078,2473.89055,2528.511411,2226.416477,1632.981892,114.415671,138.717306
3216,0,0,86,3.87278386,258.7605569,10.86247477,0.688133695,1,0.24399218,0.355594661,2.245163928,3.606360934,0.093966912,0.660621857,42.068017,27.791051,189.306076,48.881136,28.631136,10.645225,2.610659,4.077601,1,0,0,0.0,0.0,0,87.024861,16 Aug 16:00,29.790717,253.372141,15866.52356,2526.88541,3051.873318,2805.452565,2764.82642,2618.210897,2098.741525,24017.559083,3825.010527,4619.698035,4246.684692,4185.187867,3963.252232,3176.91827,114.038603,194.694909
3217,0,0,13,4.847754262,228.6917968,8.907900518,0.681600487,0,0.174566932,0.41504613,3.047743751,3.222887194,0.583607544,0.543120633,43.183313,23.453748,194.324907,40.085552,20.92632,2.565149,3.047744,0.841655,3,0,0,0.0,0.0,0,134.541317,02 Apr 14:00,37.777151,217.645838,14215.936917,2426.552184,2620.965948,2276.12913,2332.772295,2402.750974,2156.443285,26174.550906,4467.796555,4825.753433,4190.835797,4295.127877,4423.973471,3970.468877,147.931842,283.371824
3218,1,1,10,3.458499927,205.2033656,4.911649077,0.802904124,0,0.422124231,0.281706432,2.51079607,3.595135618,1.481776871,0.516204604,16.986938,8.768736,76.441221,22.102421,21.095024,3.492413,2.510796,1.390958,1,1,1,0.0,1.0,1,41.114716,05 Sep 13:00,43.397015,201.014668,2563.792929,482.525743,445.869148,358.523245,383.762863,447.844098,444.948967,7186.935163,1289.105599,1301.388439,1083.847044,1150.964918,1237.105304,1123.835417,34.982014,36.652586
3219,0,0,57,4.606613728,305.2106306,11.40868885,0.143048083,1,0.660918794,0.389628986,2.231642736,1.932694511,0.926832533,0.767949276,52.555423,40.359899,236.499402,51.3391,31.0891,11.180515,3.609843,3.097231,1,0,0,0.0,0.0,0,81.142599,06 Jun 17:00,26.720799,273.573044,16763.534061,2410.712063,3340.689912,3377.099232,3194.630914,2661.926046,1777.387631,21828.962231,3139.155658,4350.144404,4397.555486,4159.950821,3466.278832,2314.459928,159.011721,262.584593
3220,1,0,56,3.399449483,55.19913981,19.47438911,0.54121163,1,0.458191611,0.341542998,2.213662031,1.667225018,0.78979496,0.808211787,66.202202,53.5054,297.909909,87.634751,67.384751,19.084901,2.803546,6.807415,1,0,0,0.0,0.0,0,62.460401,29 Jun 08:00,35.876625,97.331153,12514.480202,1719.173943,2468.061641,2719.886346,2603.90401,1888.205832,1116.763805,15326.472356,2107.302021,3021.696579,3327.593685,3188.184577,2314.056392,1369.593697,46.811195,60.878572
3221,0,1,18,5.163715445,126.0553726,16.68413536,0.582335993,1,0.665082075,0.322590414,3.437255328,3.918060752,0.469776178,0.516744654,86.152127,44.518651,387.684574,75.078609,54.828609,3.237951,3.437255,0.942016,4,8,4,1.0,1.0,1,16.955843,28 Aug 08:00,25.710572,107.895218,19789.641485,3414.402747,3549.442699,3287.724131,3474.031039,3338.40694,2730.53545,48962.459493,8345.010468,8821.127496,8251.330346,8657.39517,8204.805872,6692.23864,71.589699,98.030118
3222,0,0,55,5.443916678,352.3670271,12.48290807,0.285397112,0,0.674502397,0.342890838,2.490993903,2.336648946,0.15610918,0.660332884,67.955911,44.873523,305.801601,56.173086,35.923086,12.23325,3.66816,3.334982,1,0,0,0.0,0.0,0,24.328596,28 Jun 17:00,27.819126,273.091576,11498.806621,1598.37705,2230.295997,2471.260535,2306.238875,1741.599663,1149.553989,17413.652037,2420.562645,3377.532964,3742.446714,3492.539932,2637.457215,1740.870495,29.932577,46.8057
3223,0,1,47,3.341565819,38.25260496,6.517593218,0.394055647,0,0.664021706,0.255732956,3.468019055,2.03207745,0.363951699,0.682166995,21.778967,14.856892,98.00535,29.329169,22.338276,1.512274,3.274735,0.461801,3,3,3,0.0,1.0,1,36.205287,31 Jul 11:00,54.132984,152.179815,3125.143925,438.077673,613.535651,660.200019,629.498001,476.011954,307.620337,6752.896905,964.259177,1327.289112,1411.814786,1361.179683,1039.471671,648.748271,8.342779,10.9537
3224,1,1,7,3.899069425,1.335791762,18.07419167,0.177175802,1,0.932080139,0.478201045,2.520677548,1.98667058,0.778058686,0.483505971,70.472528,34.073888,317.126377,81.333863,61.083863,1.501972,2.520678,0.595861,9,18,9,1.0,1.0,1,30.69799,31 Jul 12:00,56.618921,177.014986,3178.689953,485.594595,602.04986,622.628613,612.671738,498.738921,356.930278,12236.328385,1728.137997,2374.336917,2601.541907,2447.148908,1842.682302,1240.544559,10.676404,14.215754
3225,0,1,66,4.068468122,312.1373562,7.080044933,0.150433157,0,0.419959903,0.409479423,2.419500663,1.677624603,1.45225321,0.740749813,28.804937,21.337252,129.622217,31.860202,22.520774,6.938444,3.075221,2.256242,1,1,1,1.0,0.0,1,64.070421,06 Jun 17:00,26.720799,273.573044,7906.387891,1115.356626,1578.188363,1631.43868,1532.787309,1242.384968,805.495204,11146.209624,1581.992996,2223.643898,2283.387255,2150.654921,1756.589734,1149.051854,129.157689,182.719747
3226,1,0,66,3.631025839,7.509401484,6.733755841,0.549109146,1,0.950628632,0.39163429,3.448805485,2.081777857,0.812125051,0.342869422,24.450441,8.383309,110.026987,30.301901,22.43126,0.810262,3.448805,0.23494,3,0,0,0.0,0.0,0,30.628045,31 Jul 12:00,56.618921,177.014986,1430.434671,210.417388,270.271161,294.396011,281.471149,219.133135,154.557074,4167.315208,613.749774,787.588278,856.116875,819.465024,638.963814,450.893515,8.361573,11.295467
3227,1,1,38,5.055739539,53.70139467,19.48058475,0.312566087,1,0.168291018,0.433058313,3.92267201,2.252929643,1.308253538,0.638992824,98.488763,62.933613,443.199432,87.662631,67.412631,1.655971,4.222672,0.392162,9,18,9,1.0,1.0,1,53.591781,29 Jun 08:00,35.876625,97.331153,12545.00302,1742.077133,2441.158157,2716.350013,2601.225851,1889.367757,1155.69752,21401.943746,2988.204144,4167.332522,4601.240671,4433.168527,3239.68601,1974.978686,66.263887,86.168818
3228,1,1,54,3.170076769,325.109001,4.797947613,0.615153424,1,0.014833174,0.343243645,3.039259955,1.387966842,0.106274321,0.897036439,15.209862,13.643801,68.44438,21.590764,20.98678,1.463923,3.106675,0.471219,3,6,3,1.0,1.0,1,14.395356,27 Jun 12:00,61.792501,178.23048,1488.262357,228.070408,285.171134,286.214654,284.968445,234.495429,169.255032,1904.745052,285.102641,369.74909,375.83592,371.787665,295.353472,206.807585,9.977686,10.264837
3229,1,0,2,4.885062673,80.46964544,14.73128263,0.226746766,0,0.276975425,0.260554758,3.243434725,1.070686168,0.508346728,0.614673377,71.963239,44.233887,323.834575,66.290772,46.040772,0.891667,3.543435,0.251639,14,0,0,0.0,0.0,0,12.942796,29 Jun 08:00,35.876625,97.331153,9777.050363,1436.844479,1871.284184,1905.292739,1952.089173,1553.327133,1062.851766,15838.758374,2327.750544,3026.666984,3089.600572,3162.022037,2510.398981,1729.933367,38.931112,56.054088
3230,1,1,93,3.333667681,222.5761028,19.46769153,0.311725677,0,0.214589425,0.364733191,2.439381321,1.662164223,1.267337589,0.355249406,64.898814,23.055265,292.044663,87.604612,67.354612,0.787606,2.439381,0.322871,12,12,12,0.0,1.0,1,37.199496,02 Apr 14:00,37.777151,217.645838,9667.101673,1705.321827,1772.85002,1476.157863,1540.409082,1657.394814,1514.42523,30384.707414,5238.550761,5665.733209,4816.934966,4983.321367,5172.655209,4505.196286,45.447657,59.111384
3231,0,1,70,4.848754886,140.0910212,10.60406577,0.484543823,0,0.395604233,0.331158947,3.783741767,2.407175854,0.496053126,0.840339366,51.416516,43.207322,231.374321,47.718296,27.468296,2.521588,4.283742,0.588641,4,4,4,0.0,1.0,1,64.793801,02 Apr 09:00,30.005415,124.170586,21634.161724,3827.442087,3804.062522,3441.093289,3682.183013,3679.424204,3204.414158,29882.188701,5234.847612,5285.072583,4806.093463,5118.705342,5061.11236,4381.446455,135.317217,235.074903
3232,1,1,11,4.401578004,2.305067582,17.15975938,0.330453997,1,0.858066026,0.382570647,2.053575264,3.687637291,0.036952173,0.385928735,75.530019,29.149205,339.885087,77.218917,56.968917,2.838874,2.053575,1.382406,5,10,5,1.0,1.0,1,29.581549,31 Jul 12:00,56.618921,177.014986,3541.358934,530.782773,663.565065,716.022342,686.679379,547.575292,396.353769,13201.258143,1884.316424,2521.327018,2803.576499,2623.795796,2001.871831,1364.010082,7.096945,9.619604
3233,0,0,84,4.893175778,21.4736035,6.189372447,0.977108009,1,0.801119796,0.490857362,2.486314861,1.736198587,1.329499704,0.340696405,30.285687,10.318225,136.285593,27.852176,22.152178,1.037502,2.486315,0.417285,4,0,0,0.0,0.0,0,44.227078,31 Jul 12:00,56.618921,177.014986,2727.725962,384.880794,531.68715,577.071248,549.812154,414.92744,269.033021,8006.324727,1129.688488,1560.589312,1693.799105,1613.78918,1217.880341,789.656199,21.22307,26.683999
3234,1,1,24,5.152290091,253.4555595,8.663583122,0.211877187,1,0.749993556,0.481706502,3.876934691,3.306373925,0.118035364,0.74963073,44.637293,33.461487,200.867821,38.986124,21.434674,2.54832,4.376935,0.582216,3,6,3,1.0,1.0,1,55.104987,01 Jun 13:00,58.291841,207.895356,3243.176376,482.970643,655.261723,620.260542,626.294861,512.401779,345.478865,6179.58609,964.061548,1219.17569,1131.515528,1151.389047,997.535032,714.676872,96.676381,175.838335
3235,0,1,99,4.978618987,207.6314208,12.19742397,0.009203408,0,0.141280196,0.465669163,3.933662324,1.415369222,0.096055833,0.649897794,60.726327,39.465906,273.26847,54.888408,34.638408,1.03577,4.233662,0.244651,9,9,9,0.0,1.0,1,172.309883,02 Apr 13:00,42.195942,198.973648,23396.662872,4194.109468,4151.589683,3471.737518,3690.006154,4013.845174,3875.129896,36407.931921,6511.150567,6476.059332,5417.329684,5756.129342,6249.271568,5998.026977,203.599422,322.625918
3236,0,1,37,4.573943744,126.0471508,17.85893555,0.142722606,1,0.109380833,0.394358605,2.010963546,3.563259762,0.575927288,0.883096842,81.685767,72.136442,367.585949,80.36521,60.11521,17.501757,4.121669,4.246279,1,2,1,1.0,1.0,1,120.929021,02 Apr 09:00,30.005415,124.170586,40844.445798,6963.74043,7357.35025,6879.840683,7219.870795,6846.332826,5585.268307,46423.147438,7912.077546,8363.745776,7823.611941,8208.557868,7779.234165,6344.879079,183.976429,245.949475
3237,0,0,33,3.818244525,217.1349487,11.91220492,0.239494852,0,0.737691073,0.30190968,3.225185634,1.162856764,0.48817521,0.432793481,45.483711,19.685054,204.6767,53.604922,33.354922,0.610354,3.225186,0.189246,10,0,0,0.0,0.0,0,65.546447,02 Apr 14:00,37.777151,217.645838,11938.581208,2091.020494,2160.427173,1835.117559,1918.599874,2035.714228,1897.563962,27584.940075,4831.451482,4991.820419,4240.169398,4433.061265,4703.662378,4384.456465,56.650884,91.04402
3238,1,1,19,4.501964175,337.6377793,14.88572645,0.880717475,1,0.313112216,0.363488781,2.927918903,2.239869609,0.165462551,0.556845279,67.015007,37.31699,301.567532,66.985769,46.735769,1.820747,2.927919,0.621857,7,14,7,1.0,1.0,1,53.235984,29 Jun 12:00,61.690132,178.038324,3457.669701,520.84886,662.881495,680.717749,666.783338,538.386512,387.390831,9053.449976,1297.164178,1777.856745,1876.289347,1807.090738,1373.638437,919.078682,8.307183,11.906577
3239,0,1,4,3.8126607,244.9609664,11.52194042,0.767141428,1,0.174710355,0.259974312,3.222622777,1.25593907,0.898819976,0.851592159,43.929249,37.409804,197.681622,51.848732,31.598732,1.11659,3.722623,0.299947,9,18,9,1.0,1.0,1,67.805025,02 Apr 15:00,31.108043,233.891868,19010.29026,3147.12794,3581.397978,3180.204208,3189.003769,3187.622373,2724.843925,26106.347396,4289.791457,4934.827146,4418.489344,4426.053028,4353.030656,3683.115875,82.88632,136.003895
3240,1,0,100,3.666966408,91.2160852,15.25590631,0.557111456,0,0.351134738,0.423237913,3.792186359,3.979617542,1.166214342,0.390387855,55.942896,21.839427,251.743032,68.651578,48.401578,1.519316,3.593627,0.422781,4,0,0,0.0,0.0,0,56.387566,29 Jun 08:00,35.876625,97.331153,7064.3827,1087.262345,1340.902638,1357.094666,1389.670806,1141.990812,748.952794,18026.994522,2779.4819,3418.948853,3458.841159,3541.290647,2917.355779,1915.119314,65.551975,92.977269
3241,0,0,43,5.336222344,228.3130166,10.2803716,0.343381623,0,0.154157865,0.403952217,3.895331001,3.422429923,1.145931689,0.366471778,54.858349,20.104037,246.862569,46.261672,26.011672,1.720353,3.895331,0.441645,3,0,0,0.0,0.0,0,95.908428,02 Apr 14:00,37.777151,217.645838,12187.515792,2081.854511,2245.800097,1949.001128,1998.716102,2060.431681,1851.436829,33256.356798,5680.804653,6128.166775,5318.284549,5453.94295,5622.34768,5052.058582,105.40781,187.467438
3242,1,0,77,5.477871192,322.989372,18.24109542,0.689260978,0,0.969662485,0.415128968,2.531842381,2.383016931,1.139352851,0.757537824,99.922371,75.694976,449.65067,82.084929,61.834929,17.876274,4.234382,4.221696,1,0,0,0.0,0.0,0,27.623415,28 Jun 15:00,46.075552,246.977706,10419.674814,1474.982342,2089.549487,2161.725029,2092.698158,1577.938495,1020.753575,13728.129219,1947.036345,2750.743475,2842.754862,2753.861558,2081.114208,1350.040856,53.913912,71.5699
3243,0,0,86,4.422465605,291.7048011,18.70297339,0.325160643,1,0.514267755,0.295094339,3.313310435,1.586390804,0.371520129,0.325120961,82.713257,26.891813,372.209654,84.16338,63.91338,0.676358,3.31331,0.204134,12,0,0,0.0,0.0,0,137.271419,29 Jun 17:00,27.809777,273.011163,12619.640971,1866.571879,2497.512641,2455.911256,2346.266421,2028.536803,1424.236928,38815.222997,5741.162069,7681.796189,7553.839504,7216.59627,6239.330316,4380.637663,46.369347,61.060783
3244,1,0,82,3.114346778,6.013160118,16.65663195,0.275116519,0,0.086679728,0.319211536,2.877890196,3.858781532,0.752891627,0.63749025,51.874528,33.069506,233.435376,74.954844,54.704844,2.708786,3.05206,0.887527,4,0,0,0.0,0.0,0,38.342333,31 Jul 12:00,56.618921,177.014986,5558.35387,793.178029,1080.119751,1159.733045,1106.970033,844.46767,573.361737,8698.382424,1241.04413,1690.441812,1815.237539,1732.456142,1321.38114,896.990259,8.600223,11.783753
3245,1,0,2,4.236877524,111.7065436,6.331622995,0.018644239,0,0.304460677,0.299985833,2.423956922,1.319645081,0.1653364,0.610518402,26.826311,16.377957,120.7184,28.492303,22.238892,1.202512,2.723957,0.441458,5,0,0,0.0,0.0,0,49.074041,29 Jun 09:00,44.905465,111.043783,4590.827456,806.753076,790.519742,731.179134,772.953728,771.913894,718.382394,7557.807921,1324.258585,1305.307562,1202.338431,1278.226435,1274.84444,1174.442808,55.826588,71.52461
3246,1,1,88,3.414013801,331.4357704,15.67881384,0.832085194,1,0.845458796,0.469910265,3.654585529,3.194020348,1.271553722,0.515833503,53.527687,27.611374,240.874591,70.554662,50.304662,1.650542,3.345734,0.493327,5,10,5,1.0,1.0,1,46.966888,29 Jun 12:00,61.690132,178.038324,1758.568918,268.47082,335.388579,341.007415,335.136922,276.277452,202.081835,6748.055703,948.936388,1345.720524,1409.21363,1353.796689,1019.837571,669.003922,7.223492,10.131289
3247,1,1,29,4.060010953,136.2555014,7.783416987,0.900430062,1,0.503233434,0.289159492,2.265466419,3.488341987,0.481251265,0.325015369,31.600758,10.270732,142.203412,35.025376,22.408043,2.266803,2.265466,1.00059,2,4,2,1.0,1.0,1,17.044076,28 Aug 09:00,34.146199,121.939349,2832.029302,508.448482,483.64258,436.551246,470.998831,483.488299,449.731212,14660.887982,2521.221261,2586.271851,2393.937274,2552.782419,2470.23607,2139.656097,23.423685,36.612897
3248,1,1,35,5.21825985,294.8093091,7.706921929,0.642172957,0,0.076524947,0.47892485,3.778975086,1.114942194,0.765006004,0.579260711,40.216721,23.295967,180.975246,34.681149,22.443502,0.880661,3.778975,0.233042,7,7,7,1.0,0.0,1,45.193595,06 Jun 16:00,36.018956,261.564161,7695.13446,1117.398568,1541.579471,1525.543912,1452.389908,1227.329766,830.278948,14228.879747,2069.622685,2855.551235,2817.809747,2694.431824,2263.910584,1526.222246,151.449432,234.02944
3249,0,1,84,5.275025283,170.7446486,6.628110502,0.843037617,1,0.152815647,0.406894048,2.226042662,2.138520023,1.283009748,0.533781638,34.96345,18.662848,157.335527,29.826497,22.389044,6.495548,2.873175,2.260756,1,2,1,1.0,1.0,1,63.468039,02 Apr 11:00,41.733145,158.410916,8171.015627,1560.536897,1345.490555,1124.812158,1237.312945,1419.916069,1483.844367,20416.069293,3753.966646,3495.1413,2984.247958,3250.946242,3518.326723,3415.750985,106.318239,141.636268
3250,0,0,93,5.05757739,109.3773203,8.890094507,0.457215215,0,0.943377541,0.454451673,2.143127193,2.63415748,0.330717161,0.829185403,44.962341,37.282117,202.330534,40.005425,20.967772,8.712293,4.279254,2.035937,1,0,0,0.0,0.0,0,215.651648,29 Jun 08:00,35.876625,97.331153,20171.700736,3320.804226,3713.480436,3585.04526,3695.471812,3330.384392,2530.556272,24327.131866,4004.899918,4478.468582,4323.57536,4456.750123,4016.453618,3051.858521,236.196974,450.651629
3251,1,1,17,4.258495934,125.8311636,10.84369526,0.928408445,1,0.418106858,0.263627246,3.97180594,2.390585077,1.419912992,0.810535388,46.177832,37.428767,207.800245,48.796629,28.546629,1.793714,4.173326,0.429804,5,10,5,1.0,1.0,1,63.336643,28 Aug 09:00,34.146199,121.939349,11587.411125,1951.130047,2169.293407,1999.641798,2131.387756,1988.122551,1350.864087,19562.043769,3249.434083,3675.293367,3420.060631,3620.714689,3327.298748,2273.523368,60.245049,102.980823
3252,1,0,86,5.265395797,259.5142711,12.40528628,0.829259414,0,0.801383756,0.399857088,2.176062078,2.814974741,0.618819803,0.789783351,65.318742,51.587655,293.93434,55.823788,35.573788,12.157181,4.24339,2.864969,1,0,0,0.0,0.0,0,198.222049,29 Jun 15:00,46.061708,246.876803,14926.336605,2372.862805,2941.633197,2674.455908,2678.620267,2406.896977,1849.296312,19291.66201,3055.966262,3812.803324,3468.25315,3467.98869,3113.147061,2369.794293,187.195196,293.754066
3253,1,0,88,4.313986874,71.84283626,10.33810894,0.418739996,1,0.10871844,0.414909826,3.259647673,1.678984718,1.49040045,0.534016679,44.598466,23.816325,200.693098,46.52149,26.27149,1.217735,3.259648,0.373579,6,0,0,0.0,0.0,0,98.453001,29 Jun 08:00,35.876625,97.331153,7662.026138,1152.175919,1484.700912,1532.243739,1513.966284,1210.417592,769.332361,13865.331593,2077.661603,2680.653776,2778.172931,2747.880416,2184.786249,1397.732355,83.323914,147.549782
3254,0,0,39,3.117193546,172.4751363,10.91613947,0.786740987,0,0.482768114,0.312038097,3.765602026,3.589668739,0.34957514,0.595556637,34.02772,20.265434,153.124738,49.122628,28.872628,2.211285,3.05485,0.723861,3,0,0,0.0,0.0,0,62.979647,02 Apr 11:00,41.733145,158.410916,11824.541848,2176.830936,2022.856435,1722.866866,1876.733499,2038.19019,1988.363891,19854.603682,3655.119658,3396.580893,2892.868037,3151.225705,3422.327811,3338.664358,61.605449,104.81282
3255,1,0,39,5.323994692,160.222024,7.370902162,0.966689069,0,0.03452704,0.334054045,3.539252669,1.831286643,0.685560151,0.762447536,39.242644,29.920457,176.591898,33.16906,22.528364,7.223484,4.142109,1.743915,1,0,0,0.0,0.0,0,93.989248,02 Apr 10:00,36.93858,140.070398,16587.512046,3062.451539,2824.316382,2423.781845,2651.497735,2866.265084,2762.068796,21756.738331,4014.704323,3705.735028,3181.163793,3479.774888,3758.990132,3620.148469,144.976757,213.452815
3256,0,0,76,5.232652836,272.8444069,7.039196484,0.808254039,1,0.488929206,0.401585623,3.838345539,3.935964045,1.093235313,0.333276279,36.833671,12.275789,165.751522,31.676384,22.514457,1.599099,3.838346,0.416612,2,0,0,0.0,0.0,0,164.699343,29 Jun 16:00,37.10851,260.935306,6550.551178,1011.185491,1278.112747,1207.622649,1173.115889,1069.625947,810.692548,19655.016748,3034.075655,3834.994447,3623.487946,3519.949957,3209.427019,2432.4939,92.113549,129.597803
3257,0,0,67,4.766827244,53.24125461,12.79772734,0.171596742,1,0.465041104,0.293310502,2.420134791,3.353188071,1.21559404,0.30143171,61.004555,18.388707,274.520499,57.589773,37.339773,1.899554,2.420135,0.784896,4,0,0,0.0,0.0,0,23.15643,29 Jun 08:00,35.876625,97.331153,6642.687621,971.790571,1298.102918,1360.741743,1325.078645,1035.898555,651.447384,22037.121257,3223.915966,4306.45742,4514.261763,4395.949415,3436.594252,2161.177198,20.460302,31.556276
3258,1,1,44,5.492202355,52.98418651,12.79677214,0.431096452,0,0.078712567,0.413054475,3.863456533,1.608356979,0.852336838,0.53164803,70.282462,37.365533,316.271079,57.585475,37.335475,1.208941,3.863457,0.312917,8,8,8,0.0,1.0,1,48.215571,29 Jun 08:00,35.876625,97.331153,7298.180116,1035.501104,1433.040222,1542.775074,1498.139202,1119.222924,669.640116,15075.22854,2140.81434,2964.553963,3183.836869,3098.053659,2316.339512,1372.237952,53.350609,82.286892
3259,1,1,91,3.474876371,6.078818182,13.27849555,0.855245455,1,0.363779919,0.261769333,2.154440464,1.96258011,1.477583584,0.442963036,46.14113,20.438815,207.635087,59.75323,39.50323,1.355262,2.15444,0.629055,7,14,7,1.0,1.0,1,36.243291,29 Jun 11:00,59.129269,150.400866,1224.946569,184.295452,231.499014,243.803689,232.348211,190.952433,141.928441,4876.546659,679.380288,939.474065,1056.664827,978.182503,722.645008,498.832541,3.394447,5.134495
3260,0,1,33,3.989712136,75.46065262,6.57774613,0.887568697,1,0.199786092,0.401044799,2.873743507,1.543800105,0.060890327,0.337050145,26.243314,8.845313,118.094911,29.599858,22.366718,0.769494,2.873744,0.267767,4,8,4,1.0,1.0,1,51.809833,29 Jun 08:00,35.876625,97.331153,3118.438075,475.965015,602.000587,611.848403,605.783098,496.270898,326.897414,11610.100506,1775.302006,2229.927498,2268.410688,2256.413693,1850.608507,1231.108043,34.703055,45.925624
3261,1,1,56,4.768265111,10.97694228,4.832093997,0.042157843,0,0.013149421,0.488437903,3.648285054,2.814048154,0.961308297,0.529044628,23.040705,12.189561,103.683173,21.744423,21.01939,1.670588,3.648285,0.45791,2,2,2,1.0,0.0,1,40.730585,31 Jul 12:00,56.618921,177.014986,2026.057439,297.644984,392.328023,410.425402,401.544141,314.295082,209.394125,3766.96596,554.04735,730.048049,760.89216,745.626277,584.839374,390.741014,22.612451,23.392434
3262,0,0,15,3.335980398,51.74184755,16.89253752,0.882554795,0,0.313169909,0.327976612,3.012507772,3.977396049,0.743027648,0.425843769,56.353174,23.997648,253.589283,76.016419,55.766419,1.991501,3.012508,0.661077,4,0,0,0.0,0.0,0,48.053118,29 Jun 08:00,35.876625,97.331153,8539.07689,1246.298906,1669.505774,1753.598275,1705.170225,1329.833734,835.102544,20052.134552,2926.657482,3920.465277,4117.937939,4004.21536,3122.820565,1961.053721,22.507614,30.680619
3263,1,0,20,4.930872027,343.4388144,17.11025524,0.162829329,0,0.481082308,0.399995124,2.4580554,3.611182594,1.406152136,0.587355811,84.368479,49.554316,379.658155,76.996149,56.746149,16.76805,2.955282,5.673926,1,0,0,0.0,0.0,0,34.559744,31 Jul 12:00,56.618921,177.014986,6661.407164,983.961366,1274.42386,1347.816601,1311.697552,1024.034928,718.811124,11269.852741,1673.530151,2155.377025,2266.502384,2209.635544,1738.479782,1225.290078,16.508187,22.399173
3264,0,0,49,3.806829792,188.8242125,13.15552358,0.492340437,0,0.839406564,0.432234857,2.151214769,2.273644348,0.895762007,0.624965907,50.080839,31.298817,225.363776,59.199856,38.949856,2.128116,2.451215,0.868188,6,0,0,0.0,0.0,0,132.508108,02 Apr 12:00,43.612426,178.619628,18424.799573,3387.401113,3174.895527,2654.779115,2875.919647,3176.566163,3156.078893,29481.288322,5420.137601,5080.110094,4247.87842,4601.722585,5082.783264,5050.001848,132.979629,202.115635
3265,0,1,29,3.642069611,75.32588546,4.540085771,0.893772015,1,0.627797044,0.465008021,3.707085568,3.574142258,0.155553391,0.698402376,16.535308,11.548299,74.408888,20.430386,20.738709,3.235517,3.569228,0.906503,1,2,1,1.0,1.0,1,117.771554,29 Jun 08:00,35.876625,97.331153,3790.877876,574.925167,733.172989,749.611947,738.387069,601.574644,393.53501,7306.845611,1116.913298,1403.647869,1428.179797,1420.413607,1164.494894,774.243217,85.526078,84.254559
3266,1,0,68,3.877791799,142.3737773,19.39880125,0.833935451,1,0.012594963,0.292618728,3.596066958,1.73189057,0.732613915,0.717574515,75.224512,53.979193,338.510306,87.294606,67.044606,1.291288,3.800236,0.339792,11,0,0,0.0,0.0,0,44.321556,02 Apr 10:00,36.93858,140.070398,27325.55642,4846.224036,4851.012431,4341.789721,4670.949853,4683.77957,3937.059333,38059.238122,6751.664436,6755.935186,6044.246339,6504.185406,6525.17754,5485.408279,76.901926,100.129209
