in_a_case_id,in_bool_context,in_bool_shade,in_context_seed,in_room_height,in_room_north,in_room_width,in_shade_hor_depth,in_shade_vert_both_sides,in_shade_vert_depth,in_window_g,in_window_height,in_window_hor_separ,in_window_sill_height,in_window_wwr,ext_wall_area(m2),ext_win_area(m2),volume(m3),org_floor_area(m2),adj_floor_area(m2),w_width(m),w_height(m),w_aspect_ratio,w_count,shade_v_count,shade_h_count,shade_L,shade_R,shade_T,cooling_load(W/m2),peak_date,altitude(deg),azimuth(deg),w_rad_total(kWh),w_rad_april(kWh),w_rad_may(kWh),w_rad_jun(kWh),w_rad_jul(kWh),w_rad_aug(kWh),w_rad_sep(kWh),f_rad_total(kWh),f_rad_april(kWh),f_rad_may(kWh),f_rad_jun(kWh),f_rad_jul(kWh),f_rad_aug(kWh),f_rad_sep(kWh),solar_load(W/m2),solar_load_adj(W/m2)
56,1,1,15,4.670849012,284.5895441,11.75733985,0.62504702,0,0.331263069,0.380483221,3.254636602,2.640924978,0.076873787,0.452777046,54.916759,24.865048,247.125416,52.908029,32.658029,1.909971,3.254637,0.586846,4,4,4,1.0,0.0,1,25.883769,06 Jun 17:00,26.720799,273.573044,8833.214977,1303.207798,1767.958324,1707.168605,1634.339457,1427.286714,993.166185,23683.710393,3549.402816,4716.082474,4504.043605,4342.046823,3841.006732,2730.594077,90.760766,147.038059
57,0,0,97,4.177827173,289.8470289,8.579551288,0.60971651,0,0.132105283,0.466979567,3.107107473,2.254996175,1.182989437,0.673583358,35.843883,24.143843,161.297471,38.607981,21.581417,1.771579,3.407107,0.519966,4,0,0,0.0,0.0,0,99.808758,06 Jun 17:00,26.720799,273.573044,11496.57465,1707.444271,2272.148716,2226.410362,2130.074488,1850.851031,1309.11558,17067.785723,2534.867451,3373.226253,3305.323216,3162.303217,2747.768769,1943.509679,179.174063,320.53265
58,0,0,40,4.324868033,176.813498,12.27572865,0.536609593,1,0.394702651,0.495032941,2.341407737,3.393748657,1.319543532,0.376178325,53.090906,19.971648,238.909079,55.240779,34.990779,2.13244,2.341408,0.910751,4,0,0,0.0,0.0,0,107.810918,02 Apr 11:00,41.733145,158.410916,11658.581677,2152.731082,1993.072176,1684.302248,1835.414847,2012.438229,1981.814066,30992.166499,5722.634366,5298.210918,4477.403605,4879.108285,5349.691962,5268.28334,108.031088,170.55126
59,0,0,79,3.970209662,216.6968309,13.73494105,0.059689797,0,0.643213474,0.385855225,2.089586834,2.752309723,1.254090333,0.634831338,54.530596,34.617731,245.38768,61.807235,41.557235,13.460242,2.571851,5.23368,1,0,0,0.0,0.0,0,126.580449,02 Apr 14:00,37.777151,217.645838,20987.675239,3679.653041,3795.059295,3220.892416,3370.056789,3579.93592,3341.845564,33060.239393,5796.268991,5978.059351,5073.619259,5308.586225,5639.192404,5264.147378,123.673627,183.937284
60,1,1,54,3.260340042,245.1681064,7.897160713,0.732980202,1,0.956890459,0.448346872,2.387148625,1.552562439,1.128717785,0.529045208,25.747429,13.621554,115.863432,35.537223,22.343021,1.141241,2.387149,0.478077,5,10,5,1.0,1.0,1,23.79322,28 May 14:00,51.832871,229.869033,1421.093639,213.750037,304.175241,264.244107,267.277943,237.14961,134.426258,6317.062432,1030.779453,1260.149312,1095.409948,1124.418915,1066.676877,738.819208,52.729758,83.868209
61,0,0,20,4.929781328,52.82543138,16.10410257,0.562270884,1,0.37650669,0.483930865,3.3858133,1.453735273,0.175693934,0.834303178,79.389704,66.235082,357.253669,72.468462,52.218462,15.782021,4.19687,3.760427,1,0,0,0.0,0.0,0,198.496341,29 Jun 08:00,35.876625,97.331153,23828.885847,3483.803775,4657.223913,4884.657957,4754.748189,3714.635397,2335.116643,28561.423032,4175.704826,5582.172121,5854.775703,5699.065209,4452.380771,2798.882621,137.671529,191.059706
62,1,1,49,3.773678582,119.0039398,13.35200527,0.510476945,1,0.63860215,0.342117306,3.616654841,3.794383638,0.166923154,0.60878906,50.386176,30.674553,226.737793,60.084024,39.834024,2.073611,3.698205,0.560707,4,8,4,1.0,1.0,1,47.483101,28 Aug 08:00,25.710572,107.895218,12932.66307,2200.191863,2350.258728,2203.13579,2313.501654,2172.843629,1696.237074,28136.072118,4721.826122,5121.366811,4854.339605,5055.710578,4686.94763,3701.477175,69.365014,104.62737
63,1,1,32,3.754456148,150.230851,18.50410562,0.07881249,0,0.023005276,0.341859029,3.797194318,2.427737279,1.318549552,0.64737435,69.472853,44.974943,312.627839,83.268475,63.018475,1.527944,3.679367,0.415274,8,8,8,0.0,1.0,1,77.1379,27 Aug 10:00,41.555077,138.086389,16147.639071,2762.109209,2978.796589,2664.689491,2887.166601,2808.29815,2050.376962,24957.392715,4269.995138,4602.81221,4117.063904,4460.760633,4340.461906,3172.134269,67.162123,88.743619
64,1,0,9,5.442978648,125.3047695,17.95541318,0.880844833,1,0.913029055,0.424870877,2.623889858,1.67158304,0.331737484,0.720878349,97.730931,70.452112,439.789187,80.799359,60.549359,17.596305,4.003801,4.394899,1,0,0,0.0,0.0,0,60.203017,16 Aug 09:00,37.107215,118.442535,27167.491249,4540.620255,4966.800294,4713.119883,4971.863148,4575.536751,3406.370446,39184.060786,6576.202304,7139.527129,6758.699432,7122.477477,6589.847855,5006.349691,190.256539,253.885534
65,1,0,100,3.949445455,71.14277729,17.59705346,0.408715069,0,0.220779674,0.250561408,3.22369159,1.453301921,1.405585133,0.603960264,69.498603,41.974395,312.743713,79.186741,58.936741,0.992671,3.523692,0.281713,12,0,0,0.0,0.0,0,43.156216,29 Jun 08:00,35.876625,97.331153,11527.381456,1683.620551,2225.809597,2357.48238,2342.460352,1800.578923,1118.986151,18996.878436,2781.544265,3667.393037,3875.786154,3855.037186,2972.568762,1847.322268,38.932828,52.309709
66,0,0,14,4.087061801,300.404721,18.7065626,0.382090086,1,0.185657867,0.344751601,3.017668764,2.919423975,0.676567982,0.533692449,76.454877,40.803391,344.046948,84.179532,63.929532,2.253582,3.017669,0.746796,6,0,0,0.0,0.0,0,43.778112,06 Jun 17:00,26.720799,273.573044,17723.27988,2569.491504,3529.569773,3531.189867,3351.643315,2827.305831,1913.064674,33208.786931,4814.554401,6613.489795,6616.525501,6280.102237,5297.630975,3584.582334,84.61425,111.416238
67,0,1,33,4.824925845,308.2242177,16.51187674,0.267676524,1,0.364657678,0.323052679,3.832776023,3.602748923,0.397240453,0.476990705,79.668581,38.001173,358.508614,74.303445,54.053445,1.982958,3.832776,0.517369,5,10,5,1.0,1.0,1,152.982951,29 Jun 17:00,27.809777,273.011163,12998.840555,1814.817544,2606.929669,2705.302701,2530.494218,2038.830595,1301.144655,32112.660352,4594.376172,6400.560783,6514.619114,6150.253098,5083.653233,3366.941877,65.960606,90.671377
68,1,1,97,4.428802352,77.65876359,12.89604666,0.703024986,1,0.518989038,0.380413098,3.637246753,2.233601764,0.798383327,0.566405066,57.114042,32.349683,257.013188,58.03221,37.78221,1.482334,3.637247,0.407543,6,12,6,1.0,1.0,1,79.953369,29 Jun 08:00,35.876625,97.331153,7364.389754,1073.245214,1438.68844,1525.782189,1486.232698,1144.717708,696.022191,18889.121218,2843.298186,3625.917256,3760.760524,3740.647781,2988.25143,1932.774706,55.937273,85.917779
69,1,1,49,3.031148477,288.6914741,17.31426393,0.193713781,0,0.415843268,0.371548334,3.79766527,3.24526846,0.29782421,0.410142245,52.482105,21.525128,236.169471,77.914188,57.664188,1.449247,2.970526,0.487876,5,5,5,1.0,0.0,1,31.829097,06 Jun 17:00,26.720799,273.573044,8855.643035,1282.708865,1771.316786,1757.333476,1667.062567,1419.551507,957.346316,24791.702787,3692.140811,4903.450709,4780.149279,4579.002708,3998.911205,2837.00397,53.144042,71.806698
70,0,1,18,4.014625761,200.4956269,6.284478098,0.157227874,0,0.446197328,0.33717757,2.426406213,3.827945371,1.429021846,0.549592706,25.229828,13.866129,113.534225,28.280151,22.211125,2.857339,2.426406,1.177601,2,2,2,0.0,1.0,1,81.207658,02 Apr 13:00,42.195942,198.973648,7517.311073,1380.410261,1300.245381,1078.039427,1161.564946,1296.229838,1300.77269,15037.141506,2725.103866,2638.075142,2198.877945,2358.242508,2589.319315,2527.741716,77.278591,98.394398
71,1,0,68,4.767143915,268.6061368,7.222675351,0.333323689,0,0.848641838,0.338180469,3.696555788,3.599500509,0.47475761,0.366666877,34.431533,12.624903,154.941898,32.502039,22.532997,1.707658,3.696556,0.461959,2,0,0,0.0,0.0,0,114.353738,29 Jun 15:00,46.061708,246.876803,3644.607049,566.47209,726.174355,666.113461,660.24318,586.245791,438.876424,10176.937709,1579.360916,2030.256256,1855.285486,1841.695137,1642.127047,1227.172126,58.646241,84.592495
72,0,1,48,5.081056354,314.6629267,19.07961666,0.894259258,1,0.258756076,0.483895745,2.390027767,2.803907125,1.104406508,0.886483204,96.944607,85.939766,436.250734,85.858275,65.608275,18.698024,4.596195,4.068153,1,2,1,1.0,1.0,1,89.804405,06 Jun 17:00,26.720799,273.573044,28402.77416,4018.584685,5641.376314,5847.062409,5488.150856,4475.60933,2929.544025,36460.125583,5143.283363,7281.605217,7520.557957,7073.391528,5727.222739,3710.877539,228.97366,299.646401
73,0,1,11,3.206932472,190.0339792,12.65260342,0.933769574,1,0.182147715,0.48768641,3.336317346,2.154065572,1.177864607,0.789261317,40.576045,32.025103,182.592201,56.936715,36.686715,1.698335,3.142794,0.54039,6,12,6,1.0,1.0,1,60.3878,28 Sep 12:00,36.278349,182.750279,14072.700777,2666.087268,2344.600883,1926.370528,2098.925553,2438.91167,2598.020298,23917.708474,4393.102454,4127.75725,3447.864043,3732.501113,4124.098635,4093.369573,130.564874,202.632888
74,0,1,23,3.95374862,111.043617,13.35404205,0.984988652,1,0.77378859,0.310640211,2.920799163,1.658802393,0.07289314,0.798570393,52.798525,42.163339,237.593364,60.093189,39.843189,1.540698,3.420799,0.450391,8,16,8,1.0,1.0,1,33.710243,16 Aug 08:00,28.448165,104.465139,13816.430116,2321.210616,2553.096404,2415.53452,2512.089806,2304.660421,1713.714851,28750.116371,4749.590651,5281.277499,5083.34403,5249.162805,4754.010995,3638.488107,73.714983,111.180067
75,1,1,11,5.484890047,112.0001362,18.99100562,0.13136749,0,0.549412131,0.472090383,2.452734578,2.804787807,0.733797583,0.380188459,104.163578,39.60179,468.7361,85.459525,65.209525,2.306568,2.452735,0.940407,7,7,7,0.0,1.0,1,63.759722,29 Jun 08:00,35.876625,97.331153,12916.321703,2093.615476,2406.401456,2339.922807,2450.306493,2155.418231,1474.817466,39105.126886,6481.433348,7189.474295,6873.410585,7225.88374,6549.376951,4796.154511,107.054919,140.29948
76,1,1,95,4.277908489,84.68653076,15.90862361,0.39805521,1,0.423977642,0.460778108,3.781061881,2.264490078,0.471528331,0.790004649,68.055636,53.764269,306.250362,71.588806,51.338806,1.832053,4.19235,0.436999,7,14,7,1.0,1.0,1,148.138517,29 Jun 08:00,35.876625,97.331153,16766.921091,2421.287674,3337.295642,3467.444635,3403.452994,2639.356834,1498.596807,25661.615114,3772.468833,5061.754632,5202.586707,5159.296154,4084.875162,2383.198561,125.192796,174.57365
77,1,1,21,4.28977171,46.27087084,10.63794655,0.944580884,0,0.602961604,0.270965307,2.258839063,2.170870935,0.6997331,0.451971656,45.634362,20.625438,205.35463,47.870759,27.620759,1.826198,2.258839,0.808468,5,5,5,0.0,1.0,1,13.215843,30 Jul 08:00,31.828814,100.491912,2536.776783,358.416436,491.445144,531.780094,512.306066,385.072648,257.370052,9752.605437,1359.97204,1906.726373,2095.056208,2016.455854,1476.543061,897.725383,4.79507,8.310548
78,1,1,85,3.952533674,80.16567668,6.383148174,0.158099159,0,0.372525951,0.475550661,3.835635188,2.086273321,0.375747388,0.337431019,25.229608,8.513252,113.533236,28.724167,22.268086,0.739839,3.835635,0.192886,3,3,3,0.0,1.0,1,16.962848,29 Jun 09:00,44.905465,111.043783,605.881843,87.84218,117.82613,123.190413,120.451609,93.743008,62.84632,2690.833019,404.849577,519.120891,523.26583,527.931292,430.82216,285.12916,11.913475,15.367493
79,0,1,79,3.811543039,245.5320047,13.36699687,0.329561066,0,0.103441279,0.352430707,3.940912043,2.161412618,0.050237862,0.805758611,50.948884,41.052502,229.269977,60.151486,39.901486,1.83173,3.735312,0.490382,6,6,6,1.0,0.0,1,110.218894,02 Apr 15:00,31.108043,233.891868,23281.588418,3828.906204,4392.702711,3938.078611,3937.244942,3879.625699,3304.184553,30235.902797,4962.165855,5719.628422,5126.935527,5131.671119,5039.079506,4255.209619,130.420943,196.609558
80,0,0,26,5.067370442,89.9161788,5.861841895,0.855505488,1,0.407129011,0.330737196,3.085636489,2.27390812,0.751819313,0.690554835,29.704124,20.512327,133.66856,26.378289,21.922407,5.744605,3.570711,1.608812,1,0,0,0.0,0.0,0,166.120132,29 Jun 08:00,35.876625,97.331153,10009.406456,1581.582298,1889.798946,1880.669616,1899.508448,1621.060305,1138.704712,14494.72949,2290.306384,2736.638249,2723.417973,2750.698685,2347.474916,1648.970569,113.30744,136.337967
81,0,1,91,3.03653168,133.5725002,10.99809851,0.260989709,1,0.920885747,0.280984706,3.230013825,3.304541305,0.559427647,0.800955971,33.396075,26.748785,150.282335,49.491443,29.241443,2.996256,2.975801,1.006874,3,6,3,1.0,1.0,1,38.227492,06 Sep 09:00,31.733255,124.709403,12100.91456,2129.414518,2140.644022,1946.474029,2083.032297,2058.327403,1746.031935,19228.167834,3325.0355,3430.194364,3163.234742,3345.047087,3239.623721,2728.514762,58.2525,98.592955
82,0,0,76,5.227715336,264.797806,5.105214882,0.893870771,1,0.57883318,0.407932099,3.515615422,2.366454238,0.163463737,0.875073252,26.68861,23.354489,120.098746,22.973467,21.27647,5.003111,4.667994,1.07179,1,0,0,0.0,0.0,0,145.025395,06 Jun 16:00,36.018956,261.564161,13006.702286,2044.558405,2517.482726,2341.028162,2292.630187,2136.853186,1673.752761,14863.558521,2336.442639,2876.882305,2675.236801,2619.929472,2441.913545,1912.700246,250.976331,270.994036
83,0,1,77,5.064920976,207.6281968,11.3622744,0.393370393,1,0.329461901,0.295380457,2.778735527,2.715424075,1.050000473,0.838726145,57.549022,48.267869,258.970599,51.130235,30.880235,11.135029,4.334777,2.568766,1,2,1,1.0,1.0,1,100.873132,02 Apr 13:00,42.195942,198.973648,26496.640468,4779.318244,4673.061103,3892.234305,4138.43942,4551.749063,4461.694259,34503.035585,6170.5183,6137.188083,5133.850152,5454.943593,5922.312493,5684.256866,126.977385,210.243981
84,0,0,53,3.916222675,327.7578253,17.61810643,0.771841365,1,0.90998976,0.47865694,2.819870819,3.051348055,1.207010702,0.790596215,68.996428,54.548315,310.483926,79.281479,59.031479,2.738476,3.319871,0.824874,6,0,0,0.0,0.0,0,57.402236,06 Jun 17:00,26.720799,273.573044,17710.871235,2460.141256,3520.976834,3735.647878,3499.343363,2749.339009,1743.411042,22401.916496,3111.754254,4453.571364,4725.101939,4426.207887,3477.551274,2205.185049,138.797496,186.410216
85,0,1,90,3.610598609,114.9121242,7.603294757,0.31681187,1,0.15111106,0.391440976,3.139872553,3.512336378,0.579934607,0.897102686,27.452445,24.627663,123.536005,34.214826,22.481545,3.480069,3.538387,0.983519,2,4,2,1.0,1.0,1,127.344831,02 Apr 08:00,21.709185,110.342792,12864.419656,2149.101616,2347.555978,2241.575044,2324.140676,2136.038391,1668.695697,15149.692636,2522.326249,2770.513828,2646.767248,2744.512439,2514.277958,1954.32381,135.04259,205.5223
86,0,0,59,3.06853782,4.786094223,5.611856717,0.064199843,0,0.427732223,0.358783401,3.003462891,3.419076252,1.436735999,0.894827591,17.220195,15.409105,77.490876,25.253355,21.723648,2.562063,3.007167,0.851986,2,0,0,0.0,0.0,0,58.098483,31 Jul 12:00,56.618921,177.014986,3784.001797,530.091961,728.707045,810.816855,759.69765,568.841593,385.283479,4228.749227,592.395588,814.354622,906.115095,848.987665,635.699604,430.567241,20.653782,24.009655
87,1,1,99,5.130228141,43.38741728,7.317723363,0.023700496,1,0.958238546,0.358296893,3.977700226,2.85416179,0.73843171,0.367189826,37.54159,13.78489,168.937156,32.929755,22.532158,1.155181,3.9777,0.290414,3,6,3,1.0,1.0,1,40.067885,29 Jun 11:00,59.129269,150.400866,752.720666,113.53837,143.563149,148.831357,145.533688,117.83668,83.437702,3600.25739,532.780083,690.288687,722.687464,704.540577,560.21532,389.8239,3.949953,5.772682
88,0,0,47,5.043586887,284.4902681,9.433795644,0.677567894,0,0.988020884,0.264283444,2.999297823,1.625751597,1.011042999,0.420864087,47.580168,20.024784,214.110756,42.45208,22.20208,1.112748,2.999298,0.371003,6,0,0,0.0,0.0,0,165.156182,29 Jun 17:00,27.809777,273.011163,9924.088171,1490.74898,1956.334117,1894.242361,1820.741627,1605.607353,1156.017966,23580.268994,3542.115024,4648.375144,4500.84117,4326.198712,3815.025884,2746.772689,59.338084,113.458967
89,0,0,21,3.338214848,77.26680547,5.953103063,0.233962871,0,0.523070931,0.326756799,3.397920578,3.510133715,0.16023202,0.808616669,19.872737,16.069426,89.427317,26.788964,21.990255,2.456009,3.271451,0.75074,2,0,0,0.0,0.0,0,113.509599,29 Jun 08:00,35.876625,97.331153,7214.886574,1108.144217,1382.655866,1402.50197,1397.857487,1152.503532,772.312081,8922.50508,1370.419654,1709.902697,1734.445981,1728.702239,1425.277929,955.102804,76.162836,92.783072
90,1,1,12,3.794274056,66.08855079,8.632874484,0.062192451,1,0.731277851,0.481446372,2.990408346,2.969174678,0.11285258,0.590564534,32.755492,19.344232,147.399713,38.847935,21.489867,2.156253,2.990408,0.721056,3,6,3,1.0,1.0,1,101.926974,29 Jun 08:00,35.876625,97.331153,5648.663884,805.012224,1119.130224,1187.689983,1147.844334,872.415955,516.748675,12097.084874,1805.102563,2349.659508,2434.40261,2391.449742,1902.986558,1214.703079,75.934437,137.269161
91,0,0,84,3.176865873,310.0136405,5.253846903,0.994549354,0,0.652572735,0.331623992,2.769902767,3.114026436,1.063351645,0.851659175,16.690767,14.214845,75.108451,23.642311,21.412515,2.282901,3.113329,0.733267,2,0,0,0.0,0.0,0,59.417548,06 Jun 17:00,26.720799,273.573044,5622.083652,801.837275,1120.619997,1145.386831,1080.039025,888.322059,585.464525,6601.330266,941.50015,1315.808013,1344.888716,1268.158716,1043.048737,687.439894,91.023714,100.502484
92,0,1,66,3.347992513,250.9231023,9.372778669,0.763934077,0,0.697291228,0.495904375,2.144414558,2.300092037,0.795640921,0.336482566,31.379993,10.558821,141.209968,42.177504,21.927504,1.230968,2.144415,0.574034,4,4,4,1.0,0.0,1,43.995098,16 Aug 16:00,29.790717,253.372141,4217.03567,672.720937,810.632098,743.151602,729.167149,702.203966,559.257137,18376.128213,2979.356147,3500.355564,3171.528737,3152.117496,3048.44218,2523.596331,66.902882,128.68754
93,0,0,34,3.599817086,9.76293395,6.205026703,0.485514505,1,0.473190964,0.300242161,3.851393385,2.988298122,1.450691338,0.340444894,22.336961,7.604504,100.516325,27.92262,22.162142,1.077791,3.527821,0.305512,2,0,0,0.0,0.0,0,32.0767,31 Jul 12:00,56.618921,177.014986,1887.95139,265.026523,364.414005,403.206141,379.448514,284.344207,191.214618,5545.541256,778.471059,1070.405154,1184.350566,1114.566509,835.213521,561.660943,7.119345,8.969835
94,1,1,61,4.948335794,92.63239746,5.842710589,0.801576759,1,0.375253832,0.356245851,2.118825488,3.908594198,1.372108498,0.540848821,28.911694,15.636856,130.102623,26.292198,21.907842,5.725856,2.73092,2.096677,1,2,1,1.0,1.0,1,39.858684,29 Jun 08:00,35.876625,97.331153,3072.687173,483.286391,574.64994,584.325526,594.755695,495.521578,341.325342,8059.247033,1241.307527,1514.524122,1539.662317,1578.906946,1297.295539,890.72756,63.47041,76.172566
95,0,1,98,4.970471353,294.6163491,5.045566584,0.364602086,1,0.20065118,0.463176118,3.711389499,1.127309593,1.230807129,0.639902727,25.078844,16.048021,112.854799,22.70505,21.221009,1.000153,4.011389,0.249328,4,8,4,1.0,1.0,1,85.507378,06 Jun 17:00,26.720799,273.573044,6533.645826,941.19135,1308.213782,1305.910041,1236.627672,1044.749769,696.551026,11483.159123,1687.238761,2277.67009,2252.288708,2146.927046,1841.330811,1277.119757,180.454404,193.074048
96,0,1,14,5.145958863,160.4474901,17.61651324,0.929518397,1,0.67940659,0.409297278,3.370306633,3.553400226,1.154387814,0.743615052,90.653852,67.411569,407.942336,79.27431,59.02431,17.264183,3.904707,4.421378,1,2,1,1.0,1.0,1,79.013538,02 Apr 10:00,36.93858,140.070398,30246.496219,5665.634668,5064.340603,4330.795579,4753.250632,5244.489455,5192.417129,52918.417425,9622.05024,9128.578955,7931.790266,8618.715996,9094.648386,8529.678529,153.301557,205.896099
97,1,0,5,4.562475725,15.3210146,13.05970945,0.528881727,0,0.779886029,0.266235059,2.135841547,3.398379395,0.031139427,0.830492486,59.584607,49.484569,268.130733,58.768693,38.518693,12.798515,3.86643,3.310163,1,0,0,0.0,0.0,0,21.753033,01 Jun 12:00,60.61712,180.753347,5196.923245,766.607294,986.148555,1066.530573,1017.52367,793.90324,565.501941,6249.370575,916.475979,1186.088757,1292.827641,1228.895597,950.439338,673.688521,9.090823,13.87004
98,0,1,99,4.27078002,96.603328,12.63552005,0.45375466,1,0.731473317,0.413408803,3.627023538,1.272961276,0.878483177,0.524251356,53.963527,28.290452,242.83587,56.85984,36.60984,0.779991,3.627024,0.21505,10,20,10,1.0,1.0,1,92.487402,29 Jun 08:00,35.876625,97.331153,7548.850828,1166.490669,1464.814867,1471.057412,1476.954002,1216.310101,753.938694,27556.940821,4418.491537,5158.762106,5079.152876,5167.211917,4495.154778,3243.577435,76.199287,118.347397
